Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
Komang,Komang,Raim Laode,2022-08-17,SGB502228663,0.0,39.8,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
The Spectre,The Spectre,Alan Walker,2017-09-15,NOG841713010,0.0,39.7,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0,,False
ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER),ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER) - Single,Juepak,2024-04-06,THMOB2412776,0.0,39.7,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,KRA402100151,0.0,39.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,23.0,0.0,0.0,8.0,0.0,144.0,0.0,0.0,0,,False
Ferxxo 100,Ferxxo 100,Feid,2022-06-03,USUM72209716,0.0,39.7,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,132.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,2023-12-15,USUM72315218,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,22.0,0.0,4.0,0.0,428.0,0.0,0.0,0,,False
More than you know,More than you know,NoSpace,2022-07-25,QZMEM2268044,0.0,39.7,0.0,5.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,,False
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,2014-01-01,USRC11400866,0.0,39.7,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,18.0,40.0,0.0,14.0,0.0,0.0,0.0,0.0,0,,False
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,2022-06-15,QZAKB2166405,0.0,39.7,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,45.0,0.0,62.0,0.0,0.0,0.0,0.0,0,,False
Chatak Matak,Chatak Matak,Renuka Panwar,2020-12-19,INT502012314,0.0,39.7,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,2022-05-12,USUM72208020,0.0,39.6,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,718.0,10.0,0.0,42.0,0.0,0.0,0.0,0.0,1,,True
FRIENDS,Speak Your Mind,Marshmello,2015-01-01,GBAHS1800025,0.0,39.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,218.0,65.0,0.0,26.0,0.0,0.0,0.0,0.0,1,,True
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364183,0.0,39.6,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,67.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,True
Come back to me,Come back to me,RM,2024-05-10,USA2P2421306,0.0,39.6,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,393.0,0.0,15.0,0.0,8.0,0.0,38.0,0.0,0.0,0,,False
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,2024-05-03,USAT22403299,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,159.0,19.0,9.0,0.0,26.0,0.0,91.0,0.0,0.0,1,,True
3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,TCAFO2147109,0.0,39.5,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,895.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Love Me Again,Layover,V,2023-08-11,USA2P2339030,0.0,39.5,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,16.0,0.0,8.0,0.0,366.0,0.0,0.0,0,,False
Down Under (feat. Colin Hay),Down Under,Luude,2021-11-19,AUDCB1701966,0.0,39.5,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,16.0,0.0,28.0,0.0,577.0,0.0,0.0,0,,False
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,2019-11-07,USRC11902288,0.0,39.5,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,225.0,89.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,True
Control,Control,Zoe Wees,2020-03-13,GB2DY2000093,0.0,39.5,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,24.0,32.0,0.0,13.0,0.0,0.0,0.0,0.0,0,,False
Push Up - Original Mix,Push Up - Single,Creeds,2022-12-21,NLCK42223782,0.0,39.4,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,491.0,0.0,0.0,0,,False
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,2023-05-19,QZMWW2396002,0.0,39.4,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,1,,True
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,2014-11-07,QMLA71400326,0.0,39.4,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,68.0,0.0,20.0,0.0,0.0,0.0,0.0,0,,False
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,USSM12100202,0.0,39.4,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,260.0,96.0,0.0,35.0,0.0,0.0,0.0,0.0,1,,True
Die For You,SMITHEREENS,Joji,2022-11-04,USWB12203732,0.0,39.4,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,30.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0,,False
SC-9,SC-9,Yahir Saldivar,2024-02-01,QZDA52413180,0.0,39.3,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,2011-09-20,USAT21101399,0.0,39.3,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,218.0,88.0,0.0,52.0,0.0,0.0,0.0,0.0,0,,False
My Head & My Heart,Heaven & Hell,Ava Max,2020-09-18,USAT22007121,0.0,39.3,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,593.0,56.0,0.0,32.0,0.0,0.0,0.0,0.0,0,,False
Accendio,IVE SWITCH,IVE,2024-04-29,QM4TX2478221,0.0,39.2,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,102.0,0.0,1.0,91.0,2.0,0.0,15.0,0.0,0.0,0,,False
Deep End,Deep End,Fousheï¿,2020-07-31,USRC12002568,0.0,39.2,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,52.0,36.0,0.0,12.0,0.0,0.0,0.0,0.0,1,,True
Loosing interest,Missing,Kurochuu,2024-06-09,CA5KR2466576,0.0,39.2,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Turbo S,PISTOLER POESI OCH SEX,Yasin,2023-02-28,SE5752322602,0.0,39.2,0.0,0.0,0.0,33.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
30 GRADOS RKT,30 GRADOS RKT,RUNE,2024-06-08,QZNWU2434670,0.0,39.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Mi Bello Angel,Nata Montana,Natanael Cano,2023-06-30,USWL12301027,0.0,39.1,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,1,,True
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,2023-09-15,USQX92305198,0.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,15.0,0.0,30.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,1,,True
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030842,0.0,39.1,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,34.0,26.0,0.0,24.0,0.0,0.0,0.0,0.0,0,,False
1-800-273-8255,1-800-273-8255,Logic,2017-04-28,USUM71702778,0.0,39.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,286.0,8.0,32.0,0.0,21.0,0.0,0.0,0.0,0.0,1,,True
After Hours,After Hours,The Weeknd,2020-02-19,USUG12000586,0.0,39.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0,,False
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,2024-01-12,GBAHS2301557,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,48.0,62.0,0.0,44.0,0.0,28.0,0.0,0.0,0,,False
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318698,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,476.0,20.0,0.0,54.0,0.0,0.0,0.0,0.0,1,,True
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,2024-03-27,USUG12401760,0.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,30.0,20.0,0.0,18.0,0.0,596.0,0.0,0.0,1,,True
The Middle,The Middle,Zedd,2018-01-23,USUM71800463,0.0,38.9,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,229.0,188.0,0.0,91.0,0.0,0.0,0.0,0.0,0,,False
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,2024-03-01,USSM12400672,0.0,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,50.0,60.0,0.0,13.0,0.0,232.0,0.0,0.0,0,,False
Pompeii,Bad Blood (The Extended Cut),Bastille,2013-01-01,GBAAA1200795,0.0,38.9,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,299.0,111.0,0.0,77.0,0.0,0.0,0.0,0.0,0,,False
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,2015-12-04,GBAYE1600763,0.0,38.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,228.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,2020-10-16,USUM72019170,0.0,38.9,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,246.0,40.0,0.0,38.0,0.0,0.0,0.0,0.0,1,,True
Hold On,Hold On,Justin Bieber,2021-03-05,USUM72102322,0.0,38.9,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,32.0,225.0,0.0,33.0,0.0,0.0,0.0,0.0,0,,False
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,2012-10-09,GMM881200021,0.0,38.9,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,185.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
I Like It,Invasion of Privacy,Cardi B,2018-04-06,USAT21801431,0.0,38.8,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,7.0,152.0,0.0,83.0,0.0,0.0,0.0,0.0,1,,True
8 Parche,8 Parche,Baani Sandhu,2019-09-12,FR96X1934664,0.0,38.8,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,136.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
Modo DND,Modo DND,Xavi,2023-10-28,USA2P2352296,0.0,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,123.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
THANK GOD,UTOPIA,Travis Scott,2023-07-28,USSM12305005,0.0,38.8,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,160.0,0.0,3.0,0.0,10.0,0.0,528.0,0.0,0.0,1,,True
Home,Home,Edith Whiskers,2020-10-16,GBVHN2000009,0.0,38.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,116.0,176.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,2019-05-23,USAT21903320,0.0,38.8,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,101.0,37.0,0.0,26.0,0.0,0.0,0.0,0.0,1,,True
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,2019-08-16,QM2EJ1500417,0.0,38.7,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,72.0,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0,,False
One Of Your Girls,Something To Give Each Other,Troye Sivan,2023-10-13,AUUM72300179,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,144.0,36.0,0.0,37.0,0.0,0.0,0.0,0.0,0,,False
Tell Em,Tell Em,Cochise,2021-05-28,USSM12103018,0.0,38.7,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,272.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Close Eyes,Close Eyes,DVRST,2021-02-01,QZHN82186053,0.0,38.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1,,True
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2024-02-23,USQX92400597,0.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,128.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1,,True
LA DURANGO,LA DURANGO,Peso Pluma,2024-05-09,QM6N22400640,0.0,38.6,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,0.0,7.0,0.0,25.0,0.0,311.0,0.0,0.0,1,,True
Please Me,Please Me,Cardi B,2019-02-15,USAT21811659,0.0,38.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,33.0,35.0,0.0,13.0,0.0,0.0,0.0,0.0,1,,True
El Hijo Mayor,El Hijo Mayor - Single,Junior H,2022-05-20,USWL12200441,0.0,38.6,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1,,True
"Ruqya, Pt. 3",Ruqya (Quran - Coran - Islam),Hani Rifai,2014-06-09,FR6V82562979,0.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALï¿½,2021-11-11,USSM12107750,0.0,38.5,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,464.0,46.0,0.0,45.0,0.0,0.0,0.0,0.0,0,,False
TIL FURTHER NOTICE,UTOPIA,Travis Scott,2023-07-28,USSM12305020,0.0,38.5,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,0.0,4.0,0.0,0.0,0.0,531.0,0.0,0.0,1,,True
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,2021-06-18,QZ5BF1600040,0.0,38.5,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,9.0,17.0,0.0,29.0,0.0,0.0,0.0,0.0,0,,False
LOKERA,LOKERA,Rauw Alejandro,2022-07-25,USSD12200700,0.0,38.5,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,249.0,29.0,0.0,47.0,0.0,0.0,0.0,0.0,1,,True
cardigan,folklore,Taylor Swift,2020-07-24,USUG12002836,0.0,38.4,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,11.0,104.0,0.0,85.0,0.0,0.0,0.0,0.0,0,,False
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,USQX91701275,0.0,38.4,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,180.0,57.0,0.0,32.0,0.0,0.0,0.0,0.0,1,,True
Namas Today - Original Version,Mountains of Gods,CA3RD,2022-09-26,DELM42201660,0.0,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Amanece,Amanece,Anuel AA,2018-12-14,USDXS1806044,0.0,38.4,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,26.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0,,False
Popular,Popular,The Weeknd,2024-02-22,USUMV2302771,0.0,38.4,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
King Shit,Leo,Shubh,2024-01-05,QMFMG2357540,0.0,38.4,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,175.0,0.0,2.0,0.0,11.0,0.0,27.0,0.0,0.0,0,,False
LA INOCENTE,Microdosis,Mora,2022-04-01,QM4TX2252954,0.0,38.4,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,48.0,21.0,0.0,36.0,0.0,0.0,0.0,0.0,1,,True
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,2020-05-01,USUG12001407,0.0,38.3,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,146.0,14.0,25.0,0.0,10.0,0.0,0.0,0.0,0.0,1,,True
Johnny Dang (with Paul Wall & DRODi),Johnny Dang (with Paul Wall & DRODi),That Mexican OT,2023-05-26,USUG12303409,0.0,38.3,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,45.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1,,True
S-Class,5-STAR,Stray Kids,2023-06-02,US5TA2300034,0.0,38.3,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,15.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0,,False
GASLIGHT,GASLIGHT,INJI,2022-04-14,QZHN32201081,0.0,38.3,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,267.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,2022-05-25,USRC12201686,0.0,38.3,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,80.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,2016-09-22,USSD11600252,0.0,38.2,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,36.0,48.0,0.0,53.0,0.0,0.0,0.0,0.0,0,,False
Can't Tame Her,Can't Tame Her,Zara Larsson,2023-01-26,USSM12210918,0.0,38.2,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,140.0,26.0,0.0,14.0,0.0,425.0,0.0,0.0,0,,False
VIBEZ,KIRK,DaBaby,2019-09-27,USUM71919281,0.0,38.2,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,202.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
I Don't Fuck With You,I Don't Fuck With You,Big Sean,2014-09-19,USUM71414033,0.0,38.2,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,6.0,28.0,0.0,20.0,0.0,0.0,0.0,0.0,1,,True
Se Grita,Reinsertado,Morad,2023-05-12,QM6N22330624,0.0,38.2,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,11.0,0.0,9.0,0.0,0.0,1,,True
HYAENA,UTOPIA,Travis Scott,2023-07-28,USSM12305004,0.0,38.2,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,360.0,0.0,7.0,0.0,10.0,0.0,629.0,0.0,0.0,1,,True
KICK BACK,KICK BACK,Kenshi Yonezu,2022-10-12,JPU902203702,0.0,38.2,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
M.A.I,111,Milo j,2023-11-30,UYB282384010,0.0,38.2,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,156.0,0.0,11.0,0.0,1.0,0.0,81.0,0.0,0.0,0,,False
Tu hai kahan,Tu hai kahan,AUR,2023-06-10,QZMEM2351612,0.0,38.2,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,290.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Danza Kuduro - Cover,WORK OUT MUSIC MIX,WORK OUT GYM - DJ MIX,2023-10-20,TCJPX2359315,0.0,38.1,0.0,9.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Truth or Dare,TYLA,Tyla,2023-12-01,USSM12308650,0.0,38.1,0.0,0.0,0.0,77.0,0.0,0.0,629.0,0.0,0.0,0.0,58.0,0.0,226.0,41.0,0.0,32.0,0.0,0.0,0.0,0.0,0,,False
Just the Way You Are,Just The Way You Are,Bruno Mars,2010-07-20,USAT21001269,0.0,38.1,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,429.0,123.0,0.0,65.0,0.0,0.0,0.0,0.0,0,,False
Rasputin,Rasputin,Majestic,2021-02-26,DEE862100256,0.0,38.1,0.0,0.0,0.0,73.0,0.0,0.0,523.0,0.0,0.0,0.0,124.0,0.0,0.0,98.0,0.0,37.0,0.0,0.0,0.0,0.0,0,,False
Say It Right (Dance),"This Is MELON, Vol. 1 (Dance)",MELON,2023-02-24,ZZOPM2342003,0.0,38.1,0.0,560.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,486.0,0.0,0.0,0.0,0,,False
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2019-10-17,USQX91902708,0.0,38.1,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,290.0,72.0,0.0,35.0,0.0,0.0,0.0,0.0,0,,False
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,USWD11677601,0.0,38.1,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,0,,False
ýýýýýýýýýýýý,Bibbidiba - Single,Hoshimachi Suisei,2024-03-23,JPV752408464,0.0,38.1,0.0,0.0,0.0,70.0,0.0,0.0,477.0,0.0,0.0,0.0,2.0,38.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
Heartless,Heartless,The Weeknd,2019-11-27,USUG11904007,0.0,38.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,155.0,36.0,0.0,25.0,0.0,0.0,0.0,0.0,1,,True
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,2014-07-01,BRP8C1200082,0.0,38.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,False
Show Time,Show Time,SUPER JUNIOR,2024-06-11,KRA302400197,0.0,38.0,0.0,31.0,0.0,39.0,0.0,0.0,305.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,16.0,37.0,0.0,0.0,303.0,0,,False
Mirrors,Songs For The Philippines,Justin Timberlake,2013-01-01,USRC11300059,0.0,38.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,69.0,74.0,0.0,47.0,0.0,0.0,0.0,0.0,0,,False
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,2018-01-01,GBKPL1828677,0.0,38.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,51.0,24.0,0.0,50.0,0.0,0.0,0.0,0.0,0,,False
